parameter_value,prey_minimum,predator_minimum
117,3,34
117,1,25
117,1,41
117,7,47
117,3,36
117,3,32
117,1,18
117,1,13
117,2,23
117,1,22
117,3,32
117,11,44
117,1,22
117,1,15
117,1,24
117,1,35
117,5,26
117,1,32
117,1,17
117,4,25
117,3,24
117,2,23
117,2,24
117,2,32
117,9,25
117,4,32
117,1,23
117,2,31
117,1,20
117,1,21
117,1,28
117,2,6
117,1,24
117,1,24
117,1,34
117,1,38
117,2,16
117,1,19
117,1,16
117,2,40
117,3,19
117,3,12
117,5,24
117,1,24
117,2,6
117,1,14
117,5,20
117,1,45
117,4,19
117,5,18
117,1,17
117,2,27
117,5,30
117,4,32
118,1,42
118,1,79
118,1,38
118,1,50
118,1,34
118,2,70
118,1,90
118,2,63
118,1,84
118,1,63
118,1,55
118,1,54
118,1,16
118,4,44
118,3,41
118,2,52
118,2,45
118,2,74
118,1,73
118,2,52
118,2,39
118,1,31
118,2,53
118,3,56
118,1,47
118,4,21
118,3,24
118,1,41
118,132,1
118,1,33
118,4,39
118,1,20
118,2,25
118,1,29
118,1,30
118,1,47
118,1,18
118,3,57
118,1,30
118,1,45
118,1,43
118,1,15
118,1,14
118,1,21
118,2,21
118,14,50
118,1,50
118,1,37
118,2,44
118,4,33
118,1,23
118,1,23
118,2,25
118,3,39
118,1,38
118,1,34
118,2,46
118,2,22
118,1,36
118,1,36
118,2,40
118,1,22
118,1,17
118,1,48
118,1,16
118,2,37
118,2,22
118,1,31
118,2,41
118,5,37
118,2,31
118,1,20
118,2,34
118,1,30
118,5,29
118,5,27
118,1,29
118,1,25
118,1,36
118,2,32
118,2,22
118,1,28
118,1,22
118,1,20
118,1,21
118,1,19
118,1,37
118,1,34
118,1,34
118,8,15
118,9,33
118,6,24
118,6,16
118,1,12
118,1,22
118,1,16
118,10,24
118,16,21
118,2,12
118,9,7
119,1,34
119,2,85
119,1,58
119,1,82
119,1,76
119,1,68
119,1,65
119,1,43
119,1,66
119,1,74
119,1,38
119,1,71
119,4,55
119,1,25
119,3,80
119,1,31
119,2,69
119,1,61
119,1,36
119,1,19
119,3,87
119,1,67
119,1,51
119,1,29
119,1,38
119,2,52
119,2,40
119,1,24
119,1,46
119,1,25
119,1,41
119,1,27
119,1,35
119,10,51
119,2,28
119,1,27
119,4,48
119,2,33
119,2,47
119,2,40
119,1,49
119,2,31
119,6,51
119,1,25
119,5,23
119,1,34
119,2,43
119,1,30
119,1,30
119,1,30
119,1,19
119,1,40
119,4,28
119,3,25
119,1,24
119,1,42
119,1,16
119,2,41
119,1,32
119,1,25
119,2,25
119,4,12
119,1,27
119,1,10
119,1,32
119,2,32
119,1,20
119,2,41
119,2,23
119,1,26
119,2,27
119,1,13
119,1,17
119,1,33
119,2,23
119,3,19
119,1,17
119,7,26
119,1,33
119,2,15
119,1,17
119,7,22
119,7,29
119,4,26
119,3,32
119,2,22
119,16,32
119,6,37
119,2,27
119,6,38
119,2,22
119,13,30
119,11,38
119,4,13
119,4,31
119,1,37
119,2,23
119,16,39
119,23,33
119,25,30
120,1,88
120,1,33
120,1,61
120,1,80
120,3,58
120,3,50
120,1,41
120,1,54
120,2,67
120,2,60
120,1,90
120,2,41
120,1,43
120,1,34
120,1,58
120,9,83
120,3,35
120,1,48
120,1,72
120,2,68
120,1,28
120,1,81
120,1,27
120,3,46
120,1,37
120,1,50
120,2,38
120,1,43
120,1,38
120,1,23
120,2,36
120,2,48
120,2,68
120,1,27
120,2,59
120,3,60
120,2,46
120,2,54
120,1,43
120,6,40
120,1,41
120,1,26
120,1,26
120,1,44
120,1,25
120,2,51
120,1,17
120,2,39
120,1,41
120,1,40
120,4,24
120,1,31
120,3,32
120,1,27
120,1,37
120,1,38
120,1,36
120,1,42
120,1,36
120,1,39
120,1,23
120,3,23
120,6,49
120,1,31
120,1,36
120,3,37
120,1,31
120,2,23
120,1,31
120,1,18
120,2,47
120,2,21
120,1,34
120,3,22
120,1,18
120,1,26
120,1,19
120,1,32
120,1,12
120,1,28
120,1,9
120,1,10
120,1,12
120,1,25
120,1,39
120,1,12
120,1,12
120,3,24
120,1,21
120,1,17
120,2,28
120,1,8
120,6,23
120,7,20
120,2,30
120,2,26
120,4,24
120,7,34
120,1,21
120,3,19
121,1,96
121,2,54
121,1,41
121,1,96
121,2,39
121,1,27
121,2,72
121,2,47
121,3,99
121,1,53
121,1,34
121,1,49
121,1,43
121,2,95
121,1,22
121,2,24
121,1,55
121,4,60
121,1,34
121,1,55
121,1,25
121,1,29
121,1,37
121,1,34
121,1,69
121,1,57
121,1,29
121,1,50
121,2,42
121,1,33
121,1,44
121,1,22
121,2,66
121,2,41
121,1,42
121,4,21
121,6,40
121,3,42
121,1,23
121,1,20
121,1,37
121,2,41
121,3,32
121,1,26
121,1,46
121,1,26
121,3,1
121,1,29
121,6,35
121,1,32
121,1,36
121,2,46
121,2,55
121,1,22
121,3,46
121,3,43
121,1,29
121,1,13
121,1,48
121,1,25
121,2,31
121,1,26
121,1,25
121,2,28
121,1,44
121,1,33
121,1,14
121,1,32
121,1,28
121,1,17
121,2,48
121,2,18
121,1,16
121,1,28
121,5,18
121,1,26
121,1,36
121,8,17
121,1,11
121,1,10
121,4,19
121,1,33
121,1,22
121,1,14
121,2,18
121,4,18
121,15,25
121,3,17
121,1,30
121,2,29
121,1,34
121,7,28
121,2,23
121,6,21
121,1,11
121,2,32
121,3,20
121,9,39
121,2,23
121,20,42
122,3,51
122,1,95
122,1,55
122,2,40
122,1,66
122,6,82
122,1,48
122,1,55
122,1,60
122,3,29
122,1,48
122,1,62
122,3,37
122,1,60
122,1,16
122,1,64
122,3,51
122,3,59
122,1,64
122,2,39
122,13,72
122,1,41
122,1,68
122,1,41
122,1,54
122,1,24
122,1,33
122,2,57
122,2,57
122,1,51
122,3,50
122,1,22
122,1,40
122,1,27
122,1,44
122,2,22
122,1,52
122,1,54
122,1,20
122,1,32
122,1,39
122,1,36
122,2,52
122,7,36
122,3,27
122,1,53
122,3,41
122,1,37
122,1,45
122,1,24
122,1,18
122,5,38
122,2,35
122,1,20
122,8,35
122,2,39
122,1,29
122,1,29
122,1,29
122,4,48
122,1,44
122,1,25
122,3,26
122,1,27
122,4,33
122,3,25
122,1,41
122,1,26
122,1,23
122,1,41
122,1,28
122,1,26
122,1,19
122,1,35
122,1,19
122,4,26
122,1,27
122,2,31
122,1,16
122,2,39
122,15,20
122,1,26
122,1,21
122,4,25
122,1,23
122,3,18
122,1,32
122,6,18
122,2,23
122,2,16
122,1,13
122,1,18
122,1,15
122,1,34
122,4,17
122,8,34
122,1,42
122,3,22
122,3,19
122,2,23
123,2,54
123,5,85
123,4,51
123,1,43
123,1,56
123,3,71
123,1,80
123,1,40
123,2,45
123,2,41
123,4,22
123,1,44
123,1,84
123,1,29
123,2,41
123,3,40
123,2,43
123,4,45
123,5,41
123,2,30
123,1,52
123,1,46
123,2,66
123,1,28
123,1,21
123,1,19
123,2,39
123,1,46
123,1,52
123,2,52
123,1,30
123,1,40
123,1,30
123,2,59
123,1,36
123,1,45
123,1,63
123,1,20
123,2,35
123,1,21
123,1,25
123,4,35
123,2,35
123,1,25
123,1,26
123,1,27
123,1,46
123,2,44
123,1,43
123,1,31
123,1,22
123,1,25
123,1,43
123,1,32
123,1,54
123,3,38
123,2,62
123,3,34
123,1,17
123,3,36
123,1,50
123,2,30
123,2,33
123,4,55
123,1,18
123,1,9
123,12,54
123,2,43
123,1,26
123,2,20
123,1,16
123,11,28
123,30,1
123,3,18
123,1,29
123,1,38
123,4,33
123,1,25
123,1,8
123,5,31
123,1,13
123,3,43
123,2,25
123,5,19
123,2,25
123,1,18
123,6,27
123,1,22
123,1,42
123,3,20
123,3,31
123,5,25
123,5,20
123,1,14
123,2,37
123,3,24
123,1,10
123,3,33
123,3,17
123,2,20
124,1,85
124,1,34
124,1,74
124,4,100
124,1,50
124,2,70
124,1,29
124,3,63
124,1,55
124,1,50
124,4,65
124,1,58
124,1,31
124,14,79
124,1,68
124,7,40
124,1,33
124,3,86
124,1,62
124,1,26
124,1,31
124,1,42
124,1,93
124,1,25
124,1,51
124,1,41
124,2,60
124,2,63
124,2,31
124,1,30
124,2,42
124,1,53
124,1,45
124,1,20
124,1,16
124,1,55
124,1,51
124,1,31
124,2,22
124,1,53
124,1,30
124,2,29
124,2,28
124,4,39
124,1,18
124,1,22
124,1,35
124,1,34
124,1,22
124,1,38
124,1,9
124,1,20
124,4,30
124,1,17
124,1,38
124,3,34
124,1,47
124,2,28
124,2,37
124,1,35
124,15,29
124,2,24
124,4,15
124,2,39
124,1,27
124,2,41
124,3,50
124,1,22
124,2,31
124,2,31
124,2,28
124,1,12
124,1,20
124,1,32
124,2,26
124,1,25
124,2,19
124,3,30
124,1,52
124,1,32
124,1,5
124,2,16
124,1,31
124,11,30
124,1,27
124,1,32
124,2,10
124,7,45
124,1,19
124,4,26
124,19,35
124,2,32
124,7,33
124,1,15
124,3,26
124,1,14
124,34,33
124,19,27
124,7,30
124,11,27
125,1,55
125,1,28
125,2,46
125,1,84
125,1,61
125,1,60
125,1,88
125,4,35
125,2,45
125,1,63
125,1,26
125,2,36
125,1,65
125,1,34
125,3,30
125,1,46
125,1,44
125,1,43
125,1,33
125,1,38
125,1,66
125,1,23
125,26,74
125,12,35
125,1,44
125,1,16
125,1,34
125,1,34
125,1,32
125,1,33
125,2,51
125,1,32
125,3,45
125,2,32
125,1,27
125,1,37
125,1,13
125,8,45
125,1,24
125,2,34
125,2,27
125,1,30
125,1,34
125,1,37
125,1,12
125,1,41
125,1,19
125,2,36
125,3,20
125,1,30
125,1,27
125,2,29
125,1,33
125,1,34
125,2,55
125,2,24
125,1,24
125,2,22
125,1,24
125,1,12
125,1,26
125,1,23
125,1,37
125,2,51
125,1,36
125,1,32
125,1,29
125,6,30
125,1,25
125,3,25
125,2,23
125,1,12
125,1,35
125,1,12
125,1,20
125,1,27
125,3,18
125,1,20
125,1,29
125,2,22
125,3,19
125,4,15
125,5,24
125,3,19
125,3,14
125,1,32
125,1,23
125,11,14
125,11,22
125,1,21
125,10,28
125,12,24
125,2,20
125,1,20
125,1,14
125,3,24
125,5,21
125,4,16
125,1,27
125,3,14
126,6,91
126,1,54
126,1,50
126,1,33
126,1,48
126,1,78
126,3,46
126,2,45
126,1,67
126,2,39
126,1,55
126,1,64
126,1,48
126,3,38
126,2,52
126,3,61
126,1,33
126,1,42
126,1,97
126,2,20
126,1,29
126,1,21
126,4,72
126,1,44
126,1,37
126,1,36
126,1,76
126,1,63
126,1,69
126,8,61
126,3,46
126,5,58
126,1,31
126,1,43
126,2,41
126,1,66
126,1,62
126,1,23
126,1,28
126,1,35
126,2,50
126,1,34
126,1,22
126,1,27
126,1,27
126,1,46
126,1,38
126,4,30
126,10,32
126,2,36
126,2,28
126,2,32
126,1,30
126,1,28
126,21,1
126,3,18
126,1,25
126,1,38
126,1,15
126,2,40
126,1,12
126,1,14
126,2,20
126,1,39
126,1,36
126,3,23
126,1,23
126,1,17
126,2,12
126,1,32
126,1,34
126,3,23
126,3,33
126,4,30
126,1,25
126,4,22
126,2,49
126,2,36
126,2,39
126,2,30
126,3,25
126,3,14
126,2,27
126,2,29
126,1,34
126,2,21
126,3,21
126,13,27
126,4,25
126,4,13
126,1,15
126,1,13
126,1,17
126,2,36
126,17,8
126,1,16
126,3,27
126,21,41
126,5,27
126,10,28
127,3,61
127,2,94
127,1,98
127,1,52
127,1,83
127,2,73
127,1,85
127,1,60
127,1,77
127,3,56
127,1,29
127,1,87
127,1,47
127,3,44
127,1,50
127,1,78
127,1,38
127,1,62
127,1,44
127,3,29
127,1,71
127,3,26
127,1,57
127,2,28
127,1,63
127,1,15
127,2,34
127,1,42
127,1,21
127,1,38
127,1,44
127,1,19
127,1,23
127,1,45
127,5,44
127,2,63
127,2,34
127,2,21
127,1,62
127,1,24
127,1,44
127,1,42
127,1,38
127,1,31
127,7,36
127,1,30
127,1,28
127,1,29
127,1,45
127,1,44
127,1,22
127,3,53
127,1,19
127,1,42
127,1,40
127,1,30
127,3,35
127,1,27
127,1,45
127,6,31
127,1,27
127,3,23
127,1,41
127,1,46
127,2,20
127,1,38
127,2,42
127,2,23
127,1,38
127,2,25
127,2,10
127,2,32
127,3,21
127,2,34
127,1,27
127,1,11
127,3,53
127,1,18
127,1,44
127,2,20
127,1,9
127,1,31
127,2,10
127,2,29
127,1,18
127,1,22
127,2,26
127,1,31
127,1,24
127,8,24
127,1,14
127,1,10
127,4,23
127,1,39
127,6,15
127,2,33
127,1,27
127,2,36
127,1,20
127,2,21
128,2,71
128,1,58
128,1,38
128,2,70
128,2,65
128,2,42
128,1,59
128,1,34
128,1,34
128,1,100
128,2,37
128,1,77
128,1,60
128,1,66
128,1,59
128,15,75
128,1,31
128,1,63
128,1,74
128,1,46
128,1,58
128,1,1
128,1,36
128,5,82
128,2,29
128,1,29
128,1,47
128,3,44
128,1,62
128,1,51
128,3,29
128,1,37
128,1,33
128,2,29
128,3,27
128,2,30
128,1,48
128,2,38
128,3,41
128,2,31
128,3,17
128,1,48
128,1,36
128,1,40
128,2,21
128,1,35
128,1,41
128,2,24
128,1,29
128,2,38
128,6,28
128,1,43
128,2,15
128,1,22
128,2,42
128,4,25
128,2,33
128,1,38
128,1,27
128,2,32
128,1,29
128,1,14
128,1,45
128,1,21
128,1,4
128,1,33
128,5,25
128,2,34
128,1,20
128,2,36
128,3,27
128,1,33
128,1,21
128,3,41
128,1,18
128,1,50
128,3,13
128,1,26
128,1,19
128,3,31
128,1,47
128,7,22
128,1,18
128,1,41
128,1,12
128,1,23
128,1,20
128,1,25
128,1,14
128,1,17
128,1,38
128,2,27
128,1,28
128,1,8
128,1,20
128,2,37
128,7,33
128,2,32
128,14,33
128,2,19
129,2,56
129,5,82
129,1,92
129,2,72
129,1,49
129,1,44
129,3,85
129,1,84
129,1,53
129,1,42
129,1,82
129,1,35
129,2,50
129,3,47
129,1,70
129,1,62
129,2,24
129,3,71
129,2,49
129,1,59
129,1,50
129,4,61
129,1,71
129,3,54
129,3,54
129,1,41
129,1,53
129,2,30
129,1,13
129,1,33
129,4,44
129,2,37
129,2,63
129,1,41
129,2,31
129,3,50
129,1,33
129,1,47
129,1,33
129,1,13
129,1,23
129,1,51
129,1,43
129,2,41
129,1,43
129,2,47
129,1,31
129,1,43
129,1,17
129,1,36
129,1,16
129,3,32
129,1,50
129,1,23
129,1,25
129,1,35
129,1,31
129,2,31
129,1,29
129,2,36
129,1,21
129,2,30
129,1,33
129,1,26
129,1,49
129,3,28
129,1,29
129,2,38
129,1,29
129,1,23
129,2,7
129,1,13
129,2,37
129,1,33
129,1,20
129,1,26
129,1,9
129,3,12
129,1,25
129,6,32
129,2,32
129,4,22
129,3,17
129,7,21
129,10,20
129,2,17
129,1,35
129,2,22
129,1,23
129,1,19
129,6,32
129,1,28
129,3,30
129,1,14
129,5,25
129,14,29
129,1,27
129,11,33
129,5,27
129,1,24
130,1,50
130,2,59
130,2,61
130,1,92
130,1,62
130,1,61
130,1,79
130,4,54
130,1,46
130,3,31
130,3,67
130,1,82
130,1,26
130,1,45
130,1,60
130,1,15
130,1,36
130,2,45
130,3,31
130,1,35
130,5,33
130,1,48
130,1,33
130,1,14
130,2,59
130,1,53
130,1,49
130,2,27
130,2,30
130,1,32
130,2,52
130,1,54
130,2,64
130,1,31
130,1,28
130,4,45
130,1,44
130,1,29
130,1,39
130,5,15
130,1,38
130,4,40
130,1,32
130,2,25
130,4,39
130,1,24
130,2,21
130,1,42
130,2,32
130,2,35
130,1,8
130,1,31
130,2,26
130,2,37
130,2,38
130,2,62
130,1,44
130,4,39
130,1,43
130,1,33
130,1,17
130,2,38
130,3,38
130,1,27
130,1,35
130,1,40
130,1,47
130,1,31
130,1,13
130,1,33
130,3,27
130,1,30
130,1,39
130,2,16
130,1,17
130,1,47
130,1,25
130,3,32
130,1,30
130,2,16
130,1,21
130,1,41
130,1,19
130,1,26
130,1,35
130,1,11
130,6,18
130,2,31
130,2,32
130,14,33
130,1,19
130,3,17
130,2,35
130,1,34
130,4,32
130,14,35
130,2,15
130,4,20
130,14,42
130,6,23
131,10,81
131,3,35
131,11,100
131,5,42
131,1,37
131,1,52
131,1,75
131,1,17
131,3,59
131,1,22
131,1,98
131,2,28
131,1,52
131,1,56
131,2,43
131,2,48
131,1,42
131,1,24
131,1,86
131,1,61
131,1,47
131,1,43
131,1,47
131,14,44
131,9,41
131,2,41
131,2,41
131,2,33
131,1,27
131,1,65
131,1,16
131,1,26
131,3,54
131,2,36
131,1,30
131,3,54
131,2,57
131,1,51
131,1,29
131,3,45
131,1,19
131,2,33
131,1,25
131,7,28
131,1,27
131,1,18
131,1,22
131,1,48
131,1,33
131,3,57
131,1,41
131,1,41
131,1,30
131,1,15
131,1,31
131,1,17
131,1,39
131,1,45
131,2,33
131,2,23
131,2,32
131,1,14
131,2,29
131,1,32
131,1,38
131,1,18
131,2,34
131,1,29
131,1,27
131,1,27
131,2,29
131,4,33
131,2,26
131,8,1
131,1,22
131,1,42
131,1,15
131,3,18
131,3,20
131,2,12
131,4,23
131,2,9
131,1,23
131,17,25
131,2,29
131,1,20
131,5,23
131,1,20
131,2,25
131,11,36
131,4,32
131,4,36
131,3,15
131,3,25
131,11,35
131,7,37
131,8,32
131,3,22
131,9,21
131,2,34
132,1,48
132,4,67
132,6,64
132,2,65
132,1,46
132,2,32
132,12,45
132,2,67
132,1,54
132,1,44
132,1,83
132,1,49
132,1,82
132,1,29
132,1,44
132,1,14
132,1,48
132,1,38
132,1,90
132,9,34
132,1,57
132,1,53
132,1,13
132,1,58
132,1,32
132,1,59
132,1,43
132,1,46
132,1,46
132,1,45
132,2,69
132,1,11
132,2,46
132,2,47
132,1,34
132,7,55
132,1,54
132,1,26
132,1,35
132,1,35
132,1,30
132,1,44
132,3,30
132,1,17
132,2,71
132,2,22
132,4,36
132,1,26
132,2,36
132,1,44
132,1,17
132,1,9
132,2,7
132,1,29
132,1,26
132,1,24
132,1,30
132,1,14
132,2,39
132,1,38
132,1,14
132,3,35
132,3,33
132,1,31
132,1,24
132,1,27
132,1,22
132,4,30
132,1,20
132,1,34
132,4,36
132,1,34
132,1,27
132,2,32
132,1,11
132,2,31
132,2,20
132,1,9
132,1,13
132,1,6
132,2,28
132,1,21
132,5,27
132,2,29
132,3,22
132,3,20
132,2,22
132,5,30
132,9,22
132,1,30
132,1,19
132,2,38
132,2,20
132,3,14
132,5,24
132,5,33
132,5,19
132,4,36
132,3,24
132,8,25
133,1,90
133,2,64
133,1,54
133,1,62
133,1,96
133,1,53
133,1,57
133,1,82
133,1,61
133,1,59
133,1,28
133,2,61
133,1,49
133,2,76
133,1,25
133,1,54
133,3,61
133,1,65
133,1,34
133,1,40
133,1,51
133,7,49
133,1,48
133,1,23
133,3,82
133,1,35
133,1,42
133,2,60
133,1,23
133,1,26
133,1,47
133,3,40
133,1,39
133,1,53
133,1,21
133,1,25
133,1,32
133,1,18
133,1,34
133,7,44
133,1,42
133,1,25
133,19,31
133,3,22
133,1,40
133,2,32
133,1,39
133,1,43
133,4,13
133,1,37
133,1,51
133,3,34
133,1,19
133,2,27
133,1,32
133,1,36
133,1,41
133,1,19
133,2,13
133,1,29
133,1,45
133,1,32
133,1,22
133,2,44
133,1,43
133,2,32
133,2,33
133,1,28
133,1,18
133,2,46
133,1,24
133,3,28
133,2,52
133,1,52
133,5,38
133,1,28
133,1,35
133,1,10
133,1,27
133,2,30
133,1,33
133,1,19
133,1,15
133,1,18
133,2,16
133,1,30
133,6,30
133,1,15
133,2,30
133,11,31
133,2,19
133,2,24
133,4,27
133,1,28
133,22,25
133,7,31
133,5,27
133,2,35
133,19,36
133,2,23
134,2,60
134,2,84
134,2,61
134,1,32
134,1,69
134,5,73
134,1,14
134,1,62
134,4,53
134,1,85
134,6,77
134,1,46
134,1,54
134,15,34
134,1,78
134,1,41
134,1,60
134,1,45
134,3,31
134,1,31
134,3,81
134,1,28
134,2,51
134,12,40
134,2,43
134,1,48
134,3,53
134,1,19
134,1,34
134,1,53
134,2,20
134,1,55
134,1,31
134,1,45
134,2,49
134,1,48
134,1,43
134,2,39
134,2,43
134,3,40
134,1,24
134,9,38
134,1,22
134,5,46
134,2,43
134,1,50
134,1,44
134,2,31
134,1,38
134,2,13
134,2,14
134,1,23
134,2,9
134,1,30
134,1,23
134,3,29
134,1,44
134,2,54
134,2,31
134,1,55
134,1,20
134,5,30
134,1,21
134,1,40
134,1,46
134,1,26
134,2,21
134,3,19
134,3,50
134,1,48
134,1,33
134,2,35
134,7,37
134,1,24
134,12,36
134,1,42
134,1,23
134,1,11
134,2,18
134,2,36
134,2,29
134,4,45
134,1,26
134,1,21
134,2,23
134,2,25
134,1,12
134,1,27
134,1,13
134,5,23
134,2,24
134,1,27
134,3,17
134,4,30
134,6,28
134,1,37
134,14,28
134,7,9
134,7,10
134,13,30
135,1,92
135,1,70
135,1,6
135,3,76
135,2,62
135,1,34
135,2,27
135,1,55
135,1,38
135,1,60
135,1,39
135,1,53
135,2,79
135,2,31
135,1,22
135,1,53
135,1,78
135,13,51
135,1,48
135,8,72
135,2,65
135,1,43
135,2,31
135,2,41
135,1,52
135,1,32
135,2,30
135,2,47
135,1,19
135,1,36
135,1,60
135,1,42
135,2,37
135,1,28
135,1,50
135,2,55
135,3,29
135,1,40
135,1,35
135,1,34
135,1,29
135,1,28
135,8,32
135,3,34
135,1,47
135,1,30
135,1,36
135,1,18
135,1,15
135,3,57
135,1,44
135,3,23
135,1,53
135,4,26
135,1,54
135,1,59
135,1,38
135,1,22
135,1,43
135,1,32
135,1,27
135,2,48
135,1,14
135,1,26
135,1,30
135,1,42
135,1,20
135,2,31
135,2,31
135,1,12
135,3,25
135,7,33
135,1,27
135,2,37
135,4,13
135,1,17
135,1,29
135,1,8
135,1,15
135,1,29
135,2,22
135,1,19
135,1,9
135,2,21
135,11,33
135,3,20
135,1,32
135,1,15
135,4,24
135,3,13
135,8,27
135,1,24
135,6,14
135,2,33
135,2,21
135,2,19
135,2,13
135,3,24
135,14,15
135,5,19
136,7,100
136,2,65
136,2,57
136,2,48
136,1,58
136,1,39
136,1,62
136,1,40
136,4,75
136,1,70
136,1,66
136,1,54
136,4,60
136,2,45
136,3,24
136,1,1
136,1,46
136,1,51
136,1,58
136,2,44
136,20,51
136,3,75
136,4,54
136,2,33
136,2,62
136,2,59
136,1,39
136,3,58
136,4,66
136,3,33
136,1,58
136,2,27
136,1,38
136,1,56
136,1,27
136,1,65
136,1,30
136,1,54
136,1,23
136,1,50
136,1,56
136,1,45
136,1,33
136,2,22
136,1,37
136,1,32
136,1,48
136,3,33
136,2,14
136,1,40
136,3,34
136,1,19
136,1,32
136,1,41
136,2,37
136,2,45
136,1,45
136,1,36
136,1,22
136,1,43
136,1,24
136,2,48
136,2,32
136,5,23
136,3,28
136,1,38
136,1,31
136,4,51
136,2,41
136,1,26
136,1,26
136,1,39
136,2,33
136,1,31
136,1,40
136,2,22
136,1,36
136,2,27
136,1,19
136,17,33
136,1,24
136,2,23
136,1,13
136,1,13
136,2,20
136,2,36
136,1,13
136,2,19
136,6,25
136,1,19
136,7,36
136,1,21
136,1,36
136,1,19
136,9,22
136,1,24
136,7,17
136,6,20
136,1,27
136,4,20
137,1,63
137,9,38
137,6,38
137,2,53
137,2,16
137,1,68
137,2,31
137,1,63
137,1,53
137,2,45
137,1,50
137,1,56
137,1,50
137,5,50
137,2,43
137,1,37
137,1,35
137,3,64
137,5,52
137,1,44
137,1,56
137,3,57
137,1,35
137,4,40
137,1,21
137,1,35
137,1,37
137,3,1
137,2,18
137,3,31
137,1,34
137,1,26
137,1,34
137,1,27
137,3,43
137,1,20
137,1,27
137,2,29
137,1,28
137,1,16
137,2,22
137,2,29
137,1,42
137,1,28
137,2,24
137,3,42
137,1,56
137,3,33
137,1,22
137,1,39
137,1,14
137,1,19
137,5,49
137,2,55
137,1,15
137,2,29
137,2,38
137,2,16
137,1,35
137,1,20
137,1,21
137,1,35
137,1,45
137,1,32
137,1,31
137,2,37
137,1,13
137,2,45
137,1,1
137,2,24
137,3,24
137,4,32
137,1,21
137,1,17
137,1,31
137,1,20
137,1,12
137,2,13
137,1,34
137,1,4
137,4,17
137,8,14
137,1,20
137,1,15
137,1,32
137,1,31
137,8,25
137,1,5
137,4,15
137,2,20
137,2,8
137,5,29
137,6,26
137,2,21
137,1,13
137,2,17
137,4,30
137,11,29
137,1,15
137,1,29
138,3,46
138,5,73
138,1,82
138,1,75
138,1,42
138,1,84
138,1,62
138,1,74
138,1,21
138,1,67
138,2,42
138,6,93
138,1,56
138,1,55
138,1,33
138,2,29
138,1,25
138,2,47
138,1,51
138,1,59
138,1,66
138,1,25
138,2,78
138,1,61
138,2,49
138,1,45
138,2,43
138,1,58
138,1,36
138,2,18
138,4,56
138,2,48
138,2,50
138,1,38
138,1,36
138,1,27
138,2,57
138,18,40
138,1,59
138,1,20
138,4,30
138,1,33
138,1,31
138,1,50
138,1,27
138,2,47
138,2,75
138,2,29
138,2,26
138,2,37
138,2,41
138,1,38
138,1,48
138,1,42
138,2,48
138,1,25
138,2,31
138,1,53
138,1,33
138,4,37
138,1,25
138,1,28
138,1,50
138,2,45
138,1,22
138,3,48
138,1,40
138,2,43
138,2,26
138,3,31
138,1,40
138,1,24
138,1,30
138,3,35
138,1,26
138,1,33
138,2,18
138,1,40
138,1,19
138,7,16
138,3,19
138,3,16
138,1,24
138,6,12
138,2,21
138,1,16
138,4,27
138,9,19
138,10,24
138,12,33
138,1,19
138,1,28
138,1,29
138,1,10
138,12,24
138,1,23
138,8,26
138,7,31
138,1,38
138,15,33
139,1,61
139,2,100
139,1,34
139,1,91
139,1,43
139,1,98
139,4,41
139,2,56
139,2,48
139,1,99
139,4,89
139,2,75
139,2,60
139,4,54
139,1,30
139,3,93
139,1,1
139,1,38
139,2,47
139,2,88
139,2,65
139,1,67
139,2,42
139,1,28
139,4,60
139,1,35
139,1,67
139,1,33
139,1,65
139,1,17
139,3,50
139,1,44
139,1,19
139,1,25
139,1,25
139,1,61
139,3,34
139,1,28
139,1,31
139,1,56
139,2,25
139,1,40
139,7,32
139,1,27
139,2,55
139,1,40
139,1,43
139,1,24
139,1,41
139,2,22
139,1,37
139,2,34
139,1,26
139,2,39
139,1,34
139,4,36
139,2,48
139,2,40
139,1,39
139,1,30
139,1,38
139,1,10
139,4,33
139,3,33
139,1,36
139,1,22
139,1,37
139,2,36
139,2,44
139,1,10
139,1,40
139,1,13
139,2,35
139,2,12
139,1,50
139,1,31
139,3,13
139,1,39
139,1,30
139,1,12
139,2,22
139,2,25
139,4,15
139,1,27
139,6,21
139,1,14
139,2,13
139,1,32
139,1,21
139,3,23
139,1,27
139,3,35
139,1,3
139,2,12
139,15,38
139,10,28
139,4,37
139,7,9
139,1,17
139,8,37
140,1,76
140,2,82
140,2,47
140,1,97
140,1,43
140,2,19
140,1,26
140,1,50
140,1,49
140,5,53
140,1,44
140,1,45
140,2,78
140,1,60
140,7,46
140,2,40
140,1,35
140,1,27
140,3,27
140,3,40
140,3,46
140,2,27
140,1,24
140,1,48
140,1,48
140,1,20
140,3,75
140,1,53
140,2,33
140,1,49
140,2,30
140,1,47
140,2,41
140,1,38
140,5,42
140,1,38
140,2,50
140,3,22
140,2,28
140,1,34
140,1,58
140,1,29
140,1,41
140,1,10
140,1,41
140,3,36
140,2,32
140,1,37
140,1,33
140,2,24
140,5,28
140,2,52
140,1,36
140,1,47
140,1,12
140,1,39
140,1,15
140,1,35
140,2,25
140,1,40
140,1,22
140,1,20
140,1,41
140,2,24
140,1,21
140,2,21
140,1,12
140,2,30
140,3,22
140,1,12
140,2,20
140,1,37
140,1,18
140,2,33
140,1,33
140,2,31
